created_at,field1,field2,latitude,longitude,elevation,status
2021-02-11 14:54:53 IST,30.57,24.45,,,,
2021-02-11 15:05:32 IST,30.27,27.65,,,,
2021-02-11 15:17:06 IST,30.03,26.58,,,,
2021-02-11 15:28:07 IST,30.01,25.42,,,,
2021-02-11 15:40:33 IST,30.01,23.97,,,,
2021-02-11 16:09:56 IST,30.01,26.61,,,,
2021-02-11 16:25:08 IST,30.01,25.75,,,,
2021-02-11 16:43:01 IST,30.01,22.18,,,,
2021-02-12 02:24:30 IST,14.68,60.01,,,,
2021-02-12 03:19:27 IST,14.5,60,,,,
2021-02-12 03:30:07 IST,14.1,62.46,,,,
2021-02-12 03:40:46 IST,13.97,63.27,,,,
2021-02-12 03:51:26 IST,13.95,63.13,,,,
2021-02-12 04:02:05 IST,13.74,64.79,,,,
2021-02-12 04:12:45 IST,13.68,63.79,,,,
2021-02-12 04:23:24 IST,13.61,65.61,,,,
2021-02-12 04:34:03 IST,13.48,64.91,,,,
2021-02-12 04:44:43 IST,13.53,64.45,,,,
2021-02-12 04:55:22 IST,13.61,64.37,,,,
2021-02-12 05:06:02 IST,13.58,65.85,,,,
2021-02-12 05:16:42 IST,13.48,65.87,,,,
2021-02-12 05:27:21 IST,13.4,66.78,,,,
2021-02-12 05:38:00 IST,13.69,63.64,,,,
2021-02-12 05:48:40 IST,13.92,61.16,,,,
2021-02-12 05:59:19 IST,13.91,60.79,,,,
2021-02-12 06:10:25 IST,13.95,60.01,,,,
2021-02-12 06:21:05 IST,13.87,60.87,,,,
2021-02-12 06:31:44 IST,13.76,61.26,,,,
2021-02-12 06:42:24 IST,13.74,60.73,,,,
2021-02-12 10:16:49 IST,30.02,37.09,,,,
2021-02-12 10:38:21 IST,30.02,34.67,,,,
2021-02-12 10:55:57 IST,30.01,33.49,,,,
2021-02-12 11:11:44 IST,30.01,35.23,,,,
2021-02-12 11:25:56 IST,30.02,34.95,,,,
2021-02-12 11:39:07 IST,30.01,31.84,,,,
2021-02-12 11:52:29 IST,30.01,35.32,,,,
2021-02-12 12:04:13 IST,30.01,34.84,,,,
2021-02-12 12:17:20 IST,30.01,31.51,,,,
2021-02-12 12:28:52 IST,30.06,31.19,,,,
2021-02-12 12:41:00 IST,30.01,34.99,,,,
2021-02-12 12:52:34 IST,30.04,28.88,,,,
2021-02-12 13:03:13 IST,30.53,26.75,,,,
2021-02-12 13:14:17 IST,30.04,27.64,,,,
2021-02-12 13:24:56 IST,30.15,26.35,,,,
2021-02-12 13:35:36 IST,30.49,27.03,,,,
2021-02-12 13:46:15 IST,30.74,27.85,,,,
2021-02-12 13:56:55 IST,30.65,27.78,,,,
2021-02-12 14:07:34 IST,31.3,26.54,,,,
2021-02-12 14:18:13 IST,30.99,25.92,,,,
2021-02-12 14:29:31 IST,30.04,25.85,,,,
2021-02-12 14:40:56 IST,30.03,24.89,,,,
2021-02-12 14:51:35 IST,30.46,26.25,,,,
2021-02-12 15:02:15 IST,30.18,27.18,,,,
2021-02-12 15:12:54 IST,30.09,28.54,,,,
2021-02-12 15:24:39 IST,30.02,27.85,,,,
2021-02-12 15:36:41 IST,30.03,27.69,,,,
2021-02-12 15:48:56 IST,30.02,26.56,,,,
2021-02-12 16:04:15 IST,30.01,33.83,,,,
2021-02-12 16:19:04 IST,30.01,32.59,,,,
2021-02-12 20:05:32 IST,18.58,60.01,,,,
2021-02-12 20:16:16 IST,18.32,61.13,,,,
2021-02-12 20:26:51 IST,17.94,61.46,,,,
2021-02-12 20:37:30 IST,18.15,60.87,,,,
2021-02-12 21:24:18 IST,18.1,60,,,,
2021-02-12 21:34:54 IST,17.8,61.07,,,,
2021-02-12 21:45:33 IST,17.6,62.18,,,,
2021-02-12 21:56:14 IST,17.7,61.76,,,,
2021-02-12 22:06:52 IST,17.64,61.21,,,,
2021-02-12 22:26:17 IST,17.8,60.01,,,,
2021-02-12 22:36:56 IST,17.71,60.39,,,,
2021-02-12 22:47:36 IST,17.56,60.45,,,,
2021-02-12 22:58:15 IST,17.36,61.02,,,,
2021-02-12 23:08:55 IST,17.27,62.3,,,,
2021-02-12 23:19:34 IST,17.14,62.67,,,,
2021-02-12 23:30:14 IST,17.14,63.25,,,,
2021-02-12 23:40:53 IST,17.13,61.53,,,,
2021-02-12 23:51:32 IST,17.11,61.52,,,,
2021-02-13 00:02:12 IST,16.98,61.57,,,,
2021-02-13 00:12:51 IST,16.75,62.76,,,,
2021-02-13 00:23:31 IST,16.71,62.4,,,,
2021-02-13 00:34:10 IST,16.62,62.74,,,,
2021-02-13 00:44:50 IST,16.39,63.73,,,,
2021-02-13 00:55:30 IST,16.33,63.99,,,,
2021-02-13 01:06:09 IST,16.08,65.59,,,,
2021-02-13 01:16:48 IST,15.89,65.93,,,,
2021-02-13 01:27:27 IST,15.7,66.95,,,,
2021-02-13 01:38:07 IST,15.7,67.34,,,,
2021-02-13 01:48:46 IST,15.62,67.91,,,,
2021-02-13 01:59:26 IST,15.48,69.15,,,,
2021-02-13 02:10:05 IST,15.44,69.25,,,,
2021-02-13 02:20:45 IST,15.52,67.8,,,,
2021-02-13 02:31:24 IST,15.59,65.08,,,,
2021-02-13 02:42:04 IST,15.4,67.46,,,,
2021-02-13 02:52:43 IST,15.28,68.06,,,,
2021-02-13 03:03:23 IST,14.96,68.96,,,,
2021-02-13 03:14:02 IST,14.93,69.36,,,,
2021-02-13 03:24:41 IST,15.03,68.33,,,,
2021-02-13 03:35:21 IST,14.81,69.76,,,,
2021-02-13 03:46:00 IST,14.42,73.07,,,,
2021-02-13 03:56:40 IST,14.17,74.72,,,,
2021-02-13 04:07:19 IST,14.09,73.01,,,,
2021-02-13 04:17:59 IST,14.29,69.08,,,,
2021-02-13 04:28:38 IST,14.4,70.13,,,,
2021-02-13 04:39:18 IST,14.46,68.26,,,,
2021-02-13 04:49:57 IST,14.34,70.6,,,,
2021-02-13 05:00:36 IST,14.22,72.7,,,,
2021-02-13 05:11:16 IST,13.91,74.24,,,,
2021-02-13 05:21:55 IST,13.56,74.6,,,,
2021-02-13 05:32:35 IST,13.66,72.42,,,,
2021-02-13 05:43:14 IST,13.75,71.99,,,,
2021-02-13 05:53:54 IST,13.78,73.14,,,,
2021-02-13 06:04:33 IST,13.52,75.01,,,,
2021-02-13 06:15:12 IST,13.33,75.02,,,,
2021-02-13 06:25:52 IST,13.41,72.83,,,,
2021-02-13 06:36:31 IST,13.38,73.64,,,,
2021-02-13 06:47:11 IST,13.43,73.42,,,,
2021-02-13 06:57:52 IST,13.35,75.61,,,,
2021-02-13 07:08:30 IST,13.29,75.49,,,,
2021-02-13 07:19:09 IST,13.57,73.07,,,,
2021-02-13 07:29:49 IST,13.96,72.81,,,,
2021-02-13 07:40:28 IST,14.8,69.1,,,,
2021-02-13 07:51:08 IST,15.93,64.17,,,,
2021-02-13 08:01:47 IST,16.89,61.06,,,,
2021-02-13 10:18:54 IST,30.01,39.08,,,,
2021-02-13 10:38:55 IST,30.01,40.67,,,,
2021-02-13 10:55:20 IST,30.01,36.71,,,,
2021-02-13 11:11:02 IST,30.01,39.59,,,,
2021-02-13 11:24:58 IST,30.02,35.75,,,,
2021-02-13 11:38:28 IST,30.01,37.11,,,,
2021-02-13 11:51:31 IST,30.01,36.35,,,,
2021-02-13 12:04:29 IST,30.02,37.03,,,,
2021-02-13 12:16:42 IST,30.02,34.79,,,,
2021-02-13 12:28:21 IST,30.03,32.44,,,,
2021-02-13 12:39:59 IST,30.02,35.52,,,,
2021-02-13 12:50:39 IST,30.38,32.38,,,,
2021-02-13 13:01:34 IST,30.05,32.61,,,,
2021-02-13 13:12:14 IST,30.56,31.71,,,,
2021-02-13 13:22:53 IST,30.85,32.15,,,,
2021-02-13 13:33:32 IST,30.49,32.57,,,,
2021-02-13 13:44:12 IST,30.65,28.14,,,,
2021-02-13 13:54:51 IST,30.6,28.98,,,,
2021-02-13 14:05:31 IST,30.71,29.58,,,,
2021-02-13 14:16:10 IST,30.49,30.49,,,,
2021-02-13 14:26:57 IST,30.02,32.97,,,,
2021-02-13 14:38:01 IST,30.01,31.14,,,,
2021-02-13 14:49:39 IST,30.01,33.08,,,,
2021-02-13 15:01:44 IST,30.02,34.22,,,,
2021-02-13 15:13:44 IST,30.01,31.63,,,,
2021-02-13 15:25:54 IST,30.02,32.16,,,,
2021-02-13 15:39:47 IST,30.01,35.89,,,,
2021-02-13 15:54:00 IST,30.01,35.01,,,,
2021-02-13 16:08:58 IST,30.01,34.19,,,,
2021-02-13 16:27:45 IST,30.02,33.76,,,,
2021-02-13 18:50:08 IST,21.9,60.14,,,,
2021-02-13 19:00:51 IST,21.22,61.26,,,,
2021-02-13 19:23:02 IST,20.81,60.04,,,,
2021-02-13 19:34:35 IST,20.55,60.1,,,,
2021-02-13 20:47:16 IST,19.81,61.31,,,,
2021-02-13 21:29:54 IST,19.01,65.24,,,,
2021-02-13 21:51:13 IST,18.64,66.25,,,,
2021-02-13 22:01:52 IST,18.24,69.37,,,,
2021-02-13 22:12:31 IST,18.03,69.97,,,,
2021-02-13 22:23:10 IST,18.07,69.38,,,,
2021-02-13 22:33:50 IST,18.14,67.91,,,,
2021-02-13 22:44:30 IST,18.01,68.01,,,,
2021-02-13 22:55:09 IST,17.82,69.46,,,,
2021-02-13 23:05:49 IST,17.58,70.15,,,,
2021-02-13 23:16:28 IST,17.33,71.2,,,,
2021-02-13 23:27:08 IST,17.12,73.57,,,,
2021-02-13 23:37:47 IST,17,74.29,,,,
2021-02-13 23:48:26 IST,17.01,74.23,,,,
2021-02-13 23:59:06 IST,16.98,74.59,,,,
2021-02-14 00:09:45 IST,16.84,75.4,,,,
2021-02-14 00:20:25 IST,16.81,74.73,,,,
2021-02-14 00:31:04 IST,16.73,74.97,,,,
2021-02-14 00:41:44 IST,16.63,74.85,,,,
2021-02-14 00:52:23 IST,16.6,74.36,,,,
2021-02-14 01:03:03 IST,16.62,72.7,,,,
2021-02-14 01:13:42 IST,16.62,71.38,,,,
2021-02-14 01:24:21 IST,16.56,71.63,,,,
2021-02-14 01:35:01 IST,16.47,72.04,,,,
2021-02-14 01:45:40 IST,16.35,72.73,,,,
2021-02-14 01:56:19 IST,16.31,72.56,,,,
2021-02-14 02:06:59 IST,16.08,74.17,,,,
2021-02-14 02:17:38 IST,15.94,73.42,,,,
2021-02-14 02:28:18 IST,15.9,74.24,,,,
2021-02-14 02:38:57 IST,15.85,73.98,,,,
2021-02-14 02:49:37 IST,15.88,73.17,,,,
2021-02-14 03:00:16 IST,15.82,73.27,,,,
2021-02-14 03:10:56 IST,15.63,73.51,,,,
2021-02-14 03:21:35 IST,15.65,73.47,,,,
2021-02-14 03:32:15 IST,15.57,73.38,,,,
2021-02-14 03:42:54 IST,15.64,73.14,,,,
2021-02-14 03:53:33 IST,15.43,73.83,,,,
2021-02-14 04:04:13 IST,15.14,74.69,,,,
2021-02-14 04:14:53 IST,15.27,73.93,,,,
2021-02-14 04:25:32 IST,15.33,73.4,,,,
2021-02-14 04:36:11 IST,15.43,72.64,,,,
2021-02-14 04:46:51 IST,15.28,72.35,,,,
2021-02-14 04:57:30 IST,14.95,74.38,,,,
2021-02-14 05:08:10 IST,14.87,74.96,,,,
2021-02-14 05:18:49 IST,14.77,75.78,,,,
2021-02-14 05:29:29 IST,14.74,73.36,,,,
2021-02-14 05:40:08 IST,14.66,75.12,,,,
2021-02-14 05:50:48 IST,14.3,75.07,,,,
2021-02-14 06:01:27 IST,14.1,78.16,,,,
2021-02-14 06:12:07 IST,14.05,76.09,,,,
2021-02-14 06:22:46 IST,14.04,75.67,,,,
2021-02-14 06:33:25 IST,14.03,76.59,,,,
2021-02-14 06:44:05 IST,14.06,75.85,,,,
2021-02-14 06:54:44 IST,14.21,74.91,,,,
2021-02-14 07:05:23 IST,14.29,74.69,,,,
2021-02-14 07:16:03 IST,14.35,75.32,,,,
2021-02-14 07:26:42 IST,14.48,75.97,,,,
2021-02-14 07:37:22 IST,14.96,74.27,,,,
2021-02-14 07:48:01 IST,15.15,76,,,,
2021-02-14 07:58:40 IST,15.79,73.99,,,,
2021-02-14 08:09:20 IST,16.24,74.14,,,,
2021-02-14 08:20:00 IST,16.78,73.11,,,,
2021-02-14 08:30:39 IST,16.48,66.71,,,,
2021-02-14 08:41:19 IST,17.51,62.78,,,,
2021-02-14 10:12:09 IST,30.01,43.74,,,,
2021-02-14 10:32:09 IST,30.02,39,,,,
2021-02-14 10:49:07 IST,30.01,38.47,,,,
2021-02-14 11:04:09 IST,30.02,37.99,,,,
2021-02-14 11:19:00 IST,30.02,38.56,,,,
2021-02-14 11:32:39 IST,30.02,35.92,,,,
2021-02-14 11:46:04 IST,30.02,36.13,,,,
2021-02-14 11:59:12 IST,30.01,38.99,,,,
2021-02-14 12:12:01 IST,30.01,37.82,,,,
2021-02-14 12:24:41 IST,30.01,39.08,,,,
2021-02-14 12:36:32 IST,30.02,35.57,,,,
2021-02-14 12:48:41 IST,30.04,36.68,,,,
2021-02-14 12:59:38 IST,30.01,37.3,,,,
2021-02-14 13:10:17 IST,30.07,34.73,,,,
2021-02-14 13:21:13 IST,30.02,33.06,,,,
2021-02-14 13:32:17 IST,30.03,33.67,,,,
2021-02-14 13:42:55 IST,30.12,33.2,,,,
2021-02-14 13:53:34 IST,30.14,32.1,,,,
2021-02-14 14:04:56 IST,30.02,32,,,,
2021-02-14 14:16:30 IST,30.02,32.67,,,,
2021-02-14 14:28:22 IST,30.02,33.11,,,,
2021-02-14 14:40:43 IST,30.04,29.38,,,,
2021-02-14 14:51:23 IST,31.07,25.61,,,,
2021-02-14 15:02:01 IST,32.43,22.67,,,,
2021-02-14 15:12:41 IST,32.51,21.62,,,,
2021-02-14 15:23:27 IST,32.39,21.04,,,,
2021-02-14 15:34:00 IST,32.12,20.92,,,,
2021-02-14 15:44:39 IST,32.73,20.84,,,,
2021-02-14 15:55:19 IST,32.58,20.43,,,,
2021-02-14 16:05:58 IST,32.01,20.96,,,,
2021-02-14 16:16:38 IST,32,20.66,,,,
2021-02-14 16:27:17 IST,31.65,21.69,,,,
2021-02-14 16:37:57 IST,31.27,22.55,,,,
2021-02-14 16:48:36 IST,30.72,21.82,,,,
2021-02-14 16:59:16 IST,30.51,23.13,,,,
2021-02-14 17:09:55 IST,30.04,23.79,,,,
2021-02-14 21:39:54 IST,20.25,60.02,,,,
2021-02-14 21:51:52 IST,20.05,60.03,,,,
2021-02-14 22:02:32 IST,19.85,61.12,,,,
2021-02-14 22:13:11 IST,19.75,62.43,,,,
2021-02-14 22:23:51 IST,19.51,63.85,,,,
2021-02-14 22:34:30 IST,19.09,64.92,,,,
2021-02-14 22:45:10 IST,18.96,66.22,,,,
2021-02-14 22:55:49 IST,18.74,67.57,,,,
2021-02-14 23:06:29 IST,18.55,68.34,,,,
2021-02-14 23:17:08 IST,18.4,69.37,,,,
2021-02-14 23:27:47 IST,18.31,69.12,,,,
2021-02-14 23:38:27 IST,18.25,69.29,,,,
2021-02-14 23:49:06 IST,18.06,70.3,,,,
2021-02-14 23:59:46 IST,17.99,70.04,,,,
2021-02-15 00:10:25 IST,18.03,69.66,,,,
2021-02-15 00:21:05 IST,18.01,70.76,,,,
2021-02-15 00:31:44 IST,17.8,71.06,,,,
2021-02-15 00:42:23 IST,17.68,71.5,,,,
2021-02-15 00:53:03 IST,17.54,72.05,,,,
2021-02-15 01:03:43 IST,17.47,71.85,,,,
2021-02-15 01:14:22 IST,17.36,71.87,,,,
2021-02-15 01:25:01 IST,17.21,73.26,,,,
2021-02-15 01:35:41 IST,17.19,73.21,,,,
2021-02-15 01:46:20 IST,17.24,73.09,,,,
2021-02-15 01:57:00 IST,17.21,73.26,,,,
2021-02-15 02:07:39 IST,17.21,72.25,,,,
2021-02-15 02:18:19 IST,17.15,72.73,,,,
2021-02-15 02:28:58 IST,17.19,72.22,,,,
2021-02-15 02:39:37 IST,16.95,72.59,,,,
2021-02-15 02:50:17 IST,16.87,73.39,,,,
2021-02-15 03:00:56 IST,16.83,73.73,,,,
2021-02-15 03:11:36 IST,16.6,74.74,,,,
2021-02-15 03:22:15 IST,16.28,76.23,,,,
2021-02-15 03:32:55 IST,16.1,76.51,,,,
2021-02-15 03:43:34 IST,16.22,75.5,,,,
2021-02-15 03:54:13 IST,16.13,76.18,,,,
2021-02-15 04:04:53 IST,16.12,76.2,,,,
2021-02-15 04:15:32 IST,16.17,76.08,,,,
2021-02-15 04:26:12 IST,16.12,75.69,,,,
2021-02-15 04:36:51 IST,16.05,76.83,,,,
2021-02-15 04:47:31 IST,15.84,77.5,,,,
2021-02-15 04:58:10 IST,15.69,76.08,,,,
2021-02-15 05:08:50 IST,15.85,76.24,,,,
2021-02-15 05:19:29 IST,15.69,76.86,,,,
2021-02-15 05:30:09 IST,15.71,75.85,,,,
2021-02-15 05:40:48 IST,15.87,74.37,,,,
2021-02-15 05:51:28 IST,15.79,75.62,,,,
2021-02-15 06:02:07 IST,15.53,77.18,,,,
2021-02-15 06:12:47 IST,15.57,76.69,,,,
2021-02-15 06:23:26 IST,15.46,77.31,,,,
2021-02-15 06:34:06 IST,15.33,76.94,,,,
2021-02-15 06:44:45 IST,15.16,77.89,,,,
2021-02-15 06:55:24 IST,15.09,77.32,,,,
2021-02-15 07:06:04 IST,15.09,77.15,,,,
2021-02-15 07:16:43 IST,15.15,76.91,,,,
2021-02-15 07:27:23 IST,15.42,75.4,,,,
2021-02-15 07:38:02 IST,15.85,74.21,,,,
2021-02-15 07:48:41 IST,16.31,73.67,,,,
2021-02-15 07:59:21 IST,16.91,73.45,,,,
2021-02-15 08:10:00 IST,17.61,71.85,,,,
2021-02-15 08:20:40 IST,18.29,70.24,,,,
2021-02-15 10:14:18 IST,30.02,42.9,,,,
2021-02-15 10:35:02 IST,30.01,42.31,,,,
2021-02-15 10:51:25 IST,30.01,35.52,,,,
2021-02-15 11:06:44 IST,30.02,39.36,,,,
2021-02-15 11:21:44 IST,30.01,39.55,,,,
2021-02-15 11:36:08 IST,30.02,40.5,,,,
2021-02-15 12:03:46 IST,30.01,40.55,,,,
2021-02-15 12:16:54 IST,30.03,38.44,,,,
2021-02-15 12:29:12 IST,30.04,36.34,,,,
2021-02-15 12:40:45 IST,30.04,33.24,,,,
2021-02-15 12:52:28 IST,30.01,33.72,,,,
2021-02-15 13:03:48 IST,30.01,34.38,,,,
2021-02-15 13:14:30 IST,30.13,32.2,,,,
2021-02-15 13:25:09 IST,30.36,32.6,,,,
2021-02-15 13:35:46 IST,30.06,32.94,,,,
2021-02-15 13:46:27 IST,30.47,29.55,,,,
2021-02-15 13:57:50 IST,30.01,30.71,,,,
2021-02-15 16:13:55 IST,30.59,24.17,,,,
2021-02-15 16:24:35 IST,30.63,25.79,,,,
2021-02-15 16:39:27 IST,31.53,24.09,,,,
2021-02-15 16:50:07 IST,31.45,23.1,,,,
2021-02-15 17:00:46 IST,30.86,24.12,,,,
2021-02-15 17:11:32 IST,30.18,25.24,,,,
2021-02-15 22:37:12 IST,18.7,69.19,,,,
2021-02-15 22:47:51 IST,18.43,70.58,,,,
2021-02-15 22:58:31 IST,18.3,71.36,,,,
2021-02-15 23:09:10 IST,18.04,73.2,,,,
2021-02-15 23:19:50 IST,17.87,72.18,,,,
2021-02-15 23:30:29 IST,17.72,71.95,,,,
2021-02-15 23:41:08 IST,17.66,72.79,,,,
2021-02-15 23:51:48 IST,17.59,72.82,,,,
2021-02-16 00:02:27 IST,17.45,73.95,,,,
2021-02-16 00:13:07 IST,17.25,74.87,,,,
2021-02-16 00:23:46 IST,17.29,74.59,,,,
2021-02-16 00:34:26 IST,17.18,75.6,,,,
2021-02-16 00:45:05 IST,17.04,75.8,,,,
2021-02-16 00:55:45 IST,17.01,75.96,,,,
2021-02-16 01:06:24 IST,16.97,76.29,,,,
2021-02-16 01:17:03 IST,16.82,76.96,,,,
2021-02-16 01:27:43 IST,16.63,77.83,,,,
2021-02-16 01:38:22 IST,16.44,78.27,,,,
2021-02-16 01:49:02 IST,16.31,78.09,,,,
2021-02-16 01:59:41 IST,16.37,77.21,,,,
2021-02-16 02:10:20 IST,16.43,76.85,,,,
2021-02-16 02:21:00 IST,16.56,76.97,,,,
2021-02-16 02:31:39 IST,16.49,77.43,,,,
2021-02-16 02:42:19 IST,16.44,77.54,,,,
2021-02-16 02:52:58 IST,16.34,77.62,,,,
2021-02-16 03:03:38 IST,16.32,77.64,,,,
2021-02-16 03:14:17 IST,16.27,78,,,,
2021-02-16 03:24:57 IST,16.21,78.18,,,,
2021-02-16 03:35:36 IST,16.15,78.14,,,,
2021-02-16 03:46:16 IST,16.09,78.34,,,,
2021-02-16 03:56:55 IST,16.09,78.28,,,,
2021-02-16 04:07:34 IST,16.04,78.64,,,,
2021-02-16 04:18:14 IST,15.96,79.24,,,,
2021-02-16 04:28:53 IST,15.87,79.09,,,,
2021-02-16 04:39:33 IST,15.94,78.63,,,,
2021-02-16 04:50:12 IST,15.88,78.37,,,,
2021-02-16 05:00:52 IST,15.86,78.07,,,,
2021-02-16 05:11:31 IST,15.76,78.14,,,,
2021-02-16 05:22:11 IST,15.7,78.2,,,,
2021-02-16 05:32:50 IST,15.69,77.96,,,,
2021-02-16 05:43:29 IST,15.46,78.47,,,,
2021-02-16 05:54:09 IST,15.26,78.34,,,,
2021-02-16 06:04:48 IST,15.47,78.02,,,,
2021-02-16 06:15:28 IST,15.43,78.4,,,,
2021-02-16 06:26:07 IST,15.4,78.32,,,,
2021-02-16 06:36:47 IST,15.3,79.31,,,,
2021-02-16 06:47:26 IST,15.2,79.6,,,,
2021-02-16 06:58:06 IST,15.31,79.48,,,,
2021-02-16 07:08:45 IST,15.4,79.3,,,,
2021-02-16 07:19:24 IST,15.4,79.69,,,,
2021-02-16 07:30:04 IST,15.54,79.25,,,,
2021-02-16 07:40:43 IST,15.91,78.31,,,,
2021-02-16 07:51:23 IST,16.39,77.41,,,,
2021-02-16 08:02:02 IST,17.02,75.83,,,,
2021-02-16 08:12:42 IST,17.65,75.01,,,,
2021-02-16 08:23:21 IST,18.21,70.75,,,,
2021-02-16 08:34:01 IST,18.82,66.77,,,,
2021-02-16 08:44:40 IST,19.89,62.81,,,,
2021-02-16 08:55:48 IST,21.26,60.24,,,,
2021-02-16 10:13:01 IST,30.01,47.8,,,,
2021-02-16 10:34:36 IST,30.01,45.92,,,,
2021-02-16 10:50:53 IST,30.02,40.64,,,,
2021-02-16 11:05:04 IST,30.01,35.79,,,,
2021-02-16 11:18:15 IST,30.03,36.19,,,,
2021-02-16 11:29:29 IST,30.02,29.77,,,,
2021-02-16 11:40:09 IST,30.36,26.93,,,,
2021-02-16 11:50:48 IST,30.96,25.17,,,,
2021-02-16 12:01:28 IST,31.44,24.32,,,,
2021-02-16 12:12:07 IST,32.56,24.37,,,,
2021-02-16 12:22:47 IST,32.45,25.08,,,,
2021-02-16 12:33:26 IST,33.09,24.28,,,,
2021-02-16 12:44:06 IST,33.45,22.87,,,,
2021-02-16 12:54:45 IST,33.96,21.58,,,,
2021-02-16 13:05:24 IST,34.14,21.71,,,,
2021-02-16 13:16:04 IST,31.17,32.83,,,,
2021-02-16 13:26:44 IST,30.59,33.78,,,,
2021-02-16 13:38:11 IST,30.02,33.79,,,,
2021-02-16 13:49:36 IST,30.03,35.18,,,,
2021-02-16 14:00:56 IST,30.02,34.25,,,,
2021-02-16 14:12:04 IST,30.02,36.07,,,,
2021-02-16 14:23:38 IST,30.02,36.29,,,,
2021-02-16 14:49:34 IST,30.01,37.11,,,,
2021-02-16 15:02:30 IST,30.02,38.58,,,,
2021-02-16 15:15:50 IST,30.02,39.54,,,,
2021-02-16 15:28:46 IST,30.01,38.52,,,,
2021-02-16 15:42:51 IST,30.01,37.53,,,,
2021-02-16 15:57:59 IST,30.01,37.51,,,,
2021-02-16 16:18:39 IST,30.01,45.07,,,,
2021-02-16 18:44:03 IST,21.86,60.01,,,,
2021-02-16 19:01:59 IST,21.61,60.02,,,,
2021-02-16 19:12:39 IST,21.3,60.42,,,,
2021-02-16 19:23:20 IST,21.12,62.54,,,,
2021-02-16 19:33:58 IST,20.99,62.26,,,,
2021-02-16 21:02:40 IST,20.62,60.01,,,,
2021-02-16 21:13:19 IST,20.5,61.9,,,,
2021-02-16 21:23:59 IST,20.65,61.3,,,,
2021-02-16 21:34:38 IST,20.52,61.9,,,,
2021-02-16 21:45:18 IST,20.21,64.3,,,,
2021-02-16 21:55:57 IST,20.11,65.48,,,,
2021-02-16 22:06:37 IST,19.93,65.14,,,,
2021-02-16 22:17:16 IST,19.73,67.46,,,,
2021-02-16 22:27:55 IST,19.53,69.19,,,,
2021-02-16 22:38:35 IST,19.2,70.77,,,,
2021-02-16 22:49:14 IST,19.11,71.24,,,,
2021-02-16 22:59:54 IST,19.29,71.81,,,,
2021-02-16 23:10:33 IST,19.1,72.75,,,,
2021-02-16 23:21:12 IST,18.72,74.89,,,,
2021-02-16 23:31:52 IST,18.55,75.36,,,,
2021-02-16 23:42:31 IST,18.43,76.19,,,,
2021-02-16 23:53:11 IST,18.52,75.61,,,,
